GRIDGRAPH_1 ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_2 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]
GRIDGRAPH_0 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]
GRIDGRAPH_3 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 16000, 15000, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0]]
GRIDGRAPH_4 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 46000, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0]]
GOTO_2 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 62000, 15000, 63000, 63000, 0, 15000, 0, 15000, 62000, 0, 46000, 0, 0, 46000, 16000, 0, 46000, 31000, 0, 109000, 46000, 62000, 0, 0, 62000, 46000, 15000, 0, 109000, 46000, 125000, 46000, 46000, 0, 93000, 93000, 0, 46000, 78000, 125000, 46000, 93000, 110000, 0, 109000, 93000, 93000, 46000, 63000, 63000, 78000, 109000, 62000, 46000, 125000, 62000, 0, 31000, 110000, 110000, 31000, 46000, 78000, 46000, 46000, 62000, 46000, 15000, 46000, 62000, 62000, 93000, 109000, 78000, 78000, 46000, 0, 0, 46000, 62000, 62000, 46000, 47000, 0, 0, 31000, 78000, 46000, 46000, 109000, 109000, 62000, 62000, 109000], [0, 0, 0, 0, 46000, 0, 0, 0, 0, 16000, 15000, 0, 0, 0, 0, 0, 0, 15000, 0, 15000, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31000, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 62000, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 31000, 0, 15000, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 47000, 0, 0, 0, 16000, 0, 0, 0, 15000, 0, 0]]
GOTO_0 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 63000, 16000, 16000, 0, 31000, 0, 31000, 0, 0, 0, 15000, 0, 16000, 47000, 16000, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 63000, 0, 16000, 15000, 16000, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 47000, 0, 0, 0, 31000, 15000, 0, 0, 0, 0, 16000, 62000, 0, 0, 16000, 0, 0, 0, 15000, 0, 0, 16000, 0, 15000, 62000, 15000, 15000, 0, 47000, 0, 0, 0, 0, 63000, 16000, 62000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 47000, 0, 0, 0, 0, 0, 47000, 0, 0, 0, 47000, 46000, 31000, 0, 0, 0, 16000, 31000, 32000, 63000, 0, 31000, 32000, 0, 16000, 31000, 16000, 0, 0, 0, 16000, 0, 0, 32000, 46000, 0, 0, 0, 31000, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46000, 32000, 31000, 0, 0, 0, 16000, 15000, 0, 16000, 0, 16000, 47000, 0, 0, 32000, 0, 0, 31000, 47000, 32000, 0, 0, 63000, 0, 31000, 0, 0, 0, 47000, 0, 31000, 31000, 0, 0, 0, 63000, 0, 0, 0, 0, 62000, 16000, 0], [46000, 93000, 62000, 156000, 141000, 172000, 500000, 203000, 63000, 234000, 187000, 140000, 343000, 407000, 250000, 453000, 296000, 344000, 406000, 313000, 219000, 204000, 328000, 390000, 359000, 375000, 687000, 188000, 406000, 360000, 313000, 328000, 610000, 359000, 515000, 532000, 406000, 453000, 422000, 422000, 468000, 391000, 515000, 563000, 594000, 313000, 547000, 515000, 500000, 515000, 266000, 391000, 125000, 515000, 641000, 485000, 422000, 422000, 484000, 407000, 484000, 438000, 438000, 485000, 359000, 657000, 391000, 468000, 250000, 500000, 469000, 328000, 375000, 485000, 391000, 375000, 547000, 625000, 500000, 563000, 469000, 484000, 344000, 500000, 360000, 360000, 219000, 453000, 109000, 312000, 234000, 344000, 329000, 438000, 407000, 516000, 422000, 329000, 438000, 437000], [0, 0, 0, 0, 0, 0, 0, 0, 46000, 32000, 31000, 0, 0, 63000, 47000, 0, 0, 0, 0, 0, 94000, 47000, 0, 62000, 0, 16000, 63000, 0, 16000, 47000, 63000, 78000, 16000, 15000, 0, 0, 47000, 47000, 0, 0, 0, 47000, 94000, 0, 46000, 94000, 47000, 32000, 63000, 46000, 0, 31000, 31000, 62000, 16000, 0, 63000, 0, 0, 0, 47000, 15000, 47000, 63000, 0, 47000, 0, 79000, 46000, 94000, 16000, 15000, 78000, 94000, 0, 47000, 63000, 47000, 16000, 16000, 0, 15000, 47000, 63000, 0, 0, 0, 78000, 16000, 0, 0, 0, 0, 0, 79000, 79000, 94000, 62000, 63000, 15000]]
GRIDGEN_5 [[0, 0, 0, 47000, 0, 0, 47000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 16000, 0, 0, 47000, 0, 0, 0, 0, 47000, 47000, 0, 0, 16000, 0, 0, 16000, 0, 15000, 0, 0, 0, 0, 0, 0, 15000, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 16000, 15000, 47000, 0, 0, 16000, 0, 0, 0, 0, 0, 16000, 0, 0, 15000, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 16000, 0, 15000, 47000, 0, 31000, 0, 15000, 0, 0, 0, 0, 0, 0, 16000, 16000, 0, 47000, 0, 0, 16000, 16000, 16000, 0, 31000, 47000, 46000, 16000, 47000, 47000, 62000, 32000, 0, 0, 0, 0, 0, 62000, 0, 0, 0, 62000, 0, 0, 15000, 47000, 47000, 47000, 32000, 0, 32000, 31000, 0, 15000, 0, 0, 0, 47000, 15000, 31000, 0, 0, 32000, 31000, 0, 15000, 31000, 0, 63000, 78000, 0, 63000, 0, 16000, 31000, 0, 0, 78000, 31000, 15000, 0, 47000, 62000, 0, 47000, 0, 0, 0, 0, 62000], [203000, 141000, 109000, 250000, 141000, 141000, 78000, 141000, 219000, 172000, 31000, 62000, 140000, 63000, 296000, 313000, 312000, 281000, 281000, 266000, 157000, 250000, 266000, 234000, 172000, 62000, 187000, 250000, 360000, 281000, 266000, 172000, 187000, 219000, 140000, 219000, 125000, 156000, 93000, 297000, 250000, 204000, 109000, 266000, 312000, 203000, 282000, 297000, 172000, 125000, 172000, 234000, 188000, 187000, 203000, 235000, 265000, 312000, 250000, 203000, 234000, 172000, 125000, 297000, 125000, 125000, 297000, 235000, 204000, 297000, 157000, 94000, 328000, 94000, 235000, 282000, 110000, 172000, 265000, 156000, 203000, 250000, 234000, 110000, 94000, 281000, 344000, 188000, 250000, 156000, 141000, 172000, 141000, 203000, 234000, 265000, 141000, 266000, 187000, 156000], [125000, 140000, 78000, 78000, 63000, 47000, 78000, 140000, 0, 47000, 78000, 110000, 141000, 93000, 47000, 16000, 93000, 0, 16000, 0, 63000, 156000, 31000, 141000, 172000, 109000, 78000, 78000, 172000, 94000, 188000, 78000, 15000, 188000, 110000, 125000, 78000, 171000, 156000, 110000, 47000, 62000, 109000, 78000, 188000, 78000, 172000, 93000, 141000, 47000, 15000, 141000, 141000, 125000, 0, 140000, 125000, 46000, 140000, 125000, 187000, 141000, 172000, 16000, 63000, 172000, 125000, 93000, 187000, 93000, 125000, 79000, 125000, 125000, 140000, 125000, 125000, 47000, 62000, 110000, 125000, 157000, 203000, 78000, 172000, 156000, 109000, 219000, 172000, 0, 62000, 110000, 157000, 157000, 94000, 32000, 109000, 94000, 156000, 0]]
GRIDGEN_1 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16000, 16000, 0, 0, 0, 0, 0, 16000, 0, 0, 16000, 16000, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 47000, 0, 0, 0, 16000, 15000, 0, 0, 15000, 31000, 0, 62000, 0, 0, 47000, 16000, 16000, 0, 0, 0, 0, 16000, 0, 63000, 16000, 16000, 0, 16000, 16000, 0, 0, 0, 0, 0, 16000, 16000, 16000, 16000, 32000, 16000, 0, 16000, 0, 47000, 15000, 0, 0, 0, 0, 0, 0, 16000, 0, 0, 0, 0, 0, 0, 0, 0, 47000, 0], [16000, 0, 0, 0, 0, 0, 0, 16000, 0, 15000, 0, 0, 0, 15000, 0, 0, 0, 46000, 0, 47000, 0, 0, 16000, 47000, 47000, 63000, 47000, 47000, 16000, 0, 31000, 0, 0, 15000, 0, 46000, 0, 62000, 0, 47000, 0, 0, 0, 16000, 16000, 0, 31000, 31000, 0, 63000, 0, 15000, 0, 16000, 0, 46000, 16000, 0, 0, 32000, 0, 31000, 0, 16000, 0, 0, 0, 0, 47000, 62000, 78000, 31000, 0, 0, 16000, 0, 0, 0, 0, 0, 47000, 47000, 0, 16000, 47000, 0, 0, 0, 32000, 125000, 47000, 0, 0, 0, 47000, 0, 47000, 47000, 0, 0], [31000, 16000, 31000, 31000, 235000, 31000, 63000, 141000, 125000, 125000, 250000, 234000, 266000, 343000, 141000, 203000, 203000, 265000, 47000, 141000, 250000, 250000, 297000, 234000, 235000, 344000, 62000, 109000, 203000, 218000, 375000, 172000, 187000, 234000, 266000, 266000, 172000, 313000, 140000, 218000, 265000, 250000, 203000, 343000, 219000, 203000, 219000, 344000, 141000, 109000, 297000, 313000, 360000, 203000, 422000, 172000, 266000, 297000, 250000, 188000, 157000, 203000, 93000, 359000, 125000, 156000, 203000, 390000, 63000, 250000, 422000, 422000, 266000, 407000, 203000, 266000, 266000, 203000, 141000, 250000, 297000, 250000, 156000, 250000, 329000, 172000, 344000, 187000, 93000, 266000, 187000, 359000, 250000, 312000, 312000, 234000, 375000, 156000, 110000, 328000], [0, 47000, 16000, 125000, 47000, 62000, 16000, 0, 47000, 78000, 31000, 110000, 93000, 156000, 187000, 0, 93000, 93000, 125000, 16000, 47000, 94000, 63000, 125000, 46000, 62000, 94000, 31000, 140000, 47000, 31000, 0, 0, 125000, 62000, 140000, 94000, 62000, 78000, 109000, 94000, 62000, 140000, 0, 47000, 125000, 140000, 47000, 15000, 47000, 141000, 47000, 110000, 78000, 156000, 156000, 110000, 62000, 32000, 16000, 94000, 109000, 46000, 63000, 172000, 47000, 0, 47000, 125000, 47000, 94000, 109000, 156000, 78000, 94000, 31000, 78000, 94000, 171000, 16000, 125000, 94000, 109000, 109000, 94000, 110000, 94000, 0, 156000, 188000, 125000, 62000, 31000, 47000, 47000, 16000, 0, 94000, 188000, 125000]]
GRIDGEN_8 [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15000, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]
GRIDGEN_7 [[62000, 0, 0, 0, 0, 46000, 46000, 46000, 46000, 0, 0, 0, 46000, 62000, 0, 0, 0, 46000, 0, 62000, 46000, 46000, 46000, 46000, 46000, 0, 0, 0, 0, 0, 15000, 46000, 47000, 46000, 46000, 0, 0, 15000, 0, 46000, 0, 46000, 62000, 31000, 46000, 46000, 0, 0, 46000, 0, 0, 0, 0, 0, 46000, 0, 0, 62000, 0, 47000, 0, 0, 0, 0, 0, 0, 46000, 46000, 0, 0, 0, 0, 46000, 0, 62000, 46000, 0, 0, 62000, 0, 0, 16000, 46000, 0, 0, 0, 0, 0, 0, 62000, 62000, 46000, 0, 46000, 0, 46000, 0, 0, 0, 46000], [46000, 46000, 46000, 0, 0, 0, 46000, 0, 46000, 0, 0, 0, 46000, 62000, 0, 0, 0, 0, 0, 0, 0, 46000, 46000, 0, 0, 15000, 62000, 46000, 46000, 0, 46000, 46000, 0, 46000, 46000, 62000, 62000, 0, 15000, 0, 0, 0, 46000, 0, 46000, 0, 0, 46000, 46000, 0, 46000, 16000, 0, 0, 62000, 0, 16000, 62000, 0, 0, 0, 0, 0, 62000, 46000, 46000, 62000, 46000, 16000, 46000, 0, 16000, 46000, 46000, 0, 46000, 46000, 0, 0, 0, 0, 15000, 0, 0, 0, 0, 0, 0, 0, 0, 46000, 46000, 16000, 46000, 16000, 0, 46000, 46000, 46000, 0], [250000, 125000, 171000, 234000, 234000, 281000, 188000, 265000, 172000, 203000, 140000, 203000, 234000, 157000, 203000, 156000, 140000, 171000, 234000, 94000, 296000, 109000, 312000, 203000, 141000, 109000, 187000, 125000, 46000, 203000, 187000, 265000, 203000, 219000, 265000, 94000, 140000, 141000, 203000, 171000, 141000, 172000, 172000, 78000, 125000, 188000, 140000, 171000, 140000, 156000, 343000, 109000, 171000, 46000, 156000, 157000, 250000, 93000, 156000, 296000, 140000, 171000, 109000, 156000, 140000, 187000, 203000, 63000, 156000, 187000, 125000, 78000, 296000, 156000, 141000, 62000, 46000, 46000, 125000, 171000, 156000, 93000, 109000, 109000, 46000, 140000, 93000, 187000, 187000, 140000, 125000, 15000, 203000, 234000, 281000, 203000, 234000, 203000, 203000, 265000], [31000, 32000, 62000, 62000, 62000, 31000, 93000, 62000, 47000, 93000, 0, 63000, 46000, 46000, 125000, 79000, 109000, 0, 46000, 78000, 63000, 47000, 46000, 93000, 62000, 93000, 93000, 78000, 32000, 47000, 109000, 109000, 78000, 109000, 93000, 47000, 0, 46000, 15000, 62000, 47000, 31000, 46000, 46000, 78000, 0, 78000, 93000, 109000, 109000, 62000, 63000, 63000, 46000, 79000, 94000, 0, 63000, 63000, 46000, 78000, 46000, 78000, 46000, 93000, 0, 93000, 46000, 46000, 16000, 47000, 46000, 46000, 16000, 0, 15000, 0, 93000, 0, 0, 0, 46000, 62000, 62000, 0, 46000, 78000, 62000, 109000, 46000, 16000, 109000, 62000, 93000, 46000, 78000, 109000, 0, 15000, 93000]]
