GRIDGRAPH_0 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_0 Features not determined due to ERROR: Encountered unknown cs2 problem! Aborting: line 52237 of input - unbalanced problem
GRIDGEN_0 3911 124653 1 19996 649644013 0.26063310461583705 0.16974356135903376 1 211201 452317280 0.017180843200890538 0.12067060591893358 211201.0 292 2 808975 0.010347018252755412 0.01780318901936511 2165144 0.0026218875315088446 0.016011796290507935
GRIDGRAPH_1 1510 2984 4 9998 15001560 0.5028338107299745 0.28868202716051294 1 1000 1488303 0.49876105898123324 0.28699537636924327 900.0 1 59 4179450 0.33110363521203917 0.2148929188290794 755494 0.5006587143803843 0.28614331753438943
NETGEN_2 Features not determined due to ERROR: Encountered unknown cs2 problem! Aborting: line 76332 of input - unbalanced problem
GOTO_0 2276 41868 0 9999 102747540 0.24543282645834086 0.31779266223453756 1 30123 80149981 0.06355108746347231 0.22464327902313247 30123.0 1 2 1001 0.06285714285714286 0.10061751477246057 1024066 0.45104098306503115 0.31050851174989785
GRIDGRAPH_2 Features not determined due to ERROR: Too many runs (N=[548, 143, 18928, 19200]) were requested, dropping instance
GRIDGRAPH_3 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_3 Features not determined due to ERROR: There is no feasible solution! Jumping to next file.
NETGEN_1 2870 100777 1 10000 517421175 0.5134318098375621 0.29634860247908307 1 58439 216803566 0.036813085513839265 0.16498102815829063 58439.0 1 3 535393 0.10460375875095931 0.09494731829032625 1432827 0.4994168699895434 0.28925418659494306
GRIDGEN_1 1225 14642 2 19996 83849359 0.28638892305165037 0.21188007678007456 1 80000 61415620 0.05243103742658106 0.2093093240807885 80000.0 448 2 773809 0.0316161680048428 0.03721491024323485 683772 0.006982965686274509 0.02861877858971917
GOTO_1 3559 93693 0 9999 277214262 0.2959046953332905 0.3276950029685048 1 77671 297728511 0.040912346014844794 0.19047703512584918 77671.0 1 3 6084 0.00034198988195615514 0.016761722188449953 1611406 0.45334992102839206 0.31030630436470324
GRIDGEN_2 2199 26330 1 19994 151700397 0.2881616421880609 0.21643521833304097 1 143623 204870959 0.054175826704846934 0.21894055251194885 143623.0 690 1 1363523 0.03102666468730428 0.03293497771410224 1247449 0.003951583079036851 0.021344959207247462
NETGEN_4 Features not determined due to ERROR: There is no feasible solution! Jumping to next file.
GOTO_3 3369 97647 0 9999 263490421 0.2698667369988507 0.3255892681155745 1 82240 302219618 0.03763402296702898 0.18184641124103626 82240.0 1 3 5782 0.0003433491686460807 0.01722806008641902 1538945 0.4573888021037665 0.30572116442155345
GOTO_2 1267 39807 0 9999 141365140 0.35516185074934753 0.3298060902032947 1 120828 159959175 0.03325692720729392 0.17472630432471728 120828.0 1 3 6203 0.0009799368088467615 0.028099457900059344 580216 0.4587652423355425 0.3091845269579113
GRIDGRAPH_4 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGEN_3 3401 162162 1 20000 829059619 0.25562697148530483 0.15754295517706282 1 130913 238463763 0.011232864643144753 0.08565207363731399 130913.0 1079 2 469611 0.006906044117647059 0.01784224290415851 1824747 0.004099595106044832 0.01722260868104554
GRIDGEN_4 375 50082 1 19992 254781395 0.2544660240598775 0.15462435919570797 1 27110 32436579 0.023890424278141795 0.0740870292820104 27110.0 124 1 42551 0.005690912728727854 0.05154256277247999 212264 0.020935108894837233 0.05181513624836997
GRIDGRAPH_5 4745 9364 2 10000 46913766 0.5010013455788125 0.2917032215380663 1 1000 4645880 0.4961426740709099 0.2890877784235395 658.0 1 154 12827964 0.3030755020180519 0.1982595367433032 2344025 0.4941030775716695 0.29043077145694857
NETGEN_5 2933 164965 1 10000 839477702 0.5088823095808201 0.29346259169987765 1 38019 192654891 0.03071761820197154 0.13062544641839977 38019.0 1 2 337612 0.08749797849533707 0.07554508698930747 1470282 0.5014604365620736 0.28463607266907537
GRIDGEN_5 3971 122653 1 20000 650816603 0.2653080654366383 0.17842619573959728 1 229892 643038416 0.022805252510695925 0.14196543905332001 229892.0 1076 2 865446 0.010899823677581863 0.017837494860288673 2224328 0.002437162367469802 0.015884743909014003
NETGEN_6 1227 13894 2 10000 75528648 0.5436062185115877 0.30876223819756965 1 8313 16602535 0.143743868766579 0.26854022741419764 8313.0 1 3 765023 0.11372319743745486 0.10097818756224593 608997 0.49673491027732464 0.2826574643017257
GRIDGRAPH_6 Features not determined due to ERROR: There is no feasible solution! Jumping to next file.
GOTO_4 2058 97753 0 9999 346662983 0.3546670207208746 0.33280618313332094 1 275287 584997836 0.021738944909852797 0.14342831170722278 275287.0 1 3 411 0.06660184735051046 0.14418637638010787 885125 0.4307297088045751 0.318439722832068
GRIDGRAPH_7 Features not determined due to ERROR: There is no feasible solution! Jumping to next file.
GOTO_5 1998 82533 0 9999 320021563 0.3877886037788953 0.3269341475907376 1 235695 482338281 0.02479554909270225 0.15321272699257119 235695.0 1 3 5910 0.0005918878317476214 0.022370307111253856 900817 0.4515366643558932 0.3082755766850563
GRIDGEN_6 4651 20815 1 20000 142017457 0.3411421018496277 0.278489897664535 1 98713 256017829 0.12460040227699262 0.3235095748350238 98713.0 1243 2 12659519 0.13612386021505377 0.08859203135384025 2422971 0.005278626242319295 0.014875811714704264
GRIDGRAPH_8 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_7 2909 146015 1 10000 744900810 0.510153621203301 0.29458302115625135 1 104706 376186782 0.024605630052699126 0.13909341797372352 104706.0 1 3 384458 0.12627222075518052 0.1130754325237241 1457895 0.501339408528198 0.28966403724267736
GOTO_6 773 35989 0 9999 147157916 0.40893782339972307 0.3220383516173132 1 361386 281884797 0.021673574853460928 0.1440818847168138 361386.0 1 2 5538 0.0014347150259067358 0.03596314372776766 337212 0.43724034915744764 0.32029456505053616
